var,coef,stderr,tstat,pval,ci_lower,ci_upper,N,r2,rank,df_r,N_hdfe,N_hdfe_extended,df_a,df_a_initial,df_a_redundant,df_a_nested,ic,drop_singletons,num_singletons,N_full,df_m,tss,tss_within,rss,mss,rmse,F,ll,ll_0,r2_within,r2_a,r2_a_within,N_clust,N_clust1,sumweights,report_constant,N_clustervars,_estimates_name,cmd,properties,dofmethod,absvars,extended_absvars,predict,estat_cmd,footnote,marginsnotok,title,title2,cmdline,title3,depvar,indepvars,clustvar,clustvar1,vcetype,vce,y,x,est
"1b.kon#1o.ar_2020",0,0,,,0,0,35253644,.0083211754,3,,2,2,38,39,1,0,4,1,0,,3,473951.84,470293.28,470008.03,3943.8364,.11546514,5675.7153,26082360,26071666,.00060653279,.0083200503,.00060644775,,,,1,1,"unemp_inc_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","kon","onemodel_full_population"
"2o.kon#0b.ar_2020",0,0,,,0,0,35253644,.0083211754,3,,2,2,38,39,1,0,4,1,0,,3,473951.84,470293.28,470008.03,3943.8364,.11546514,5675.7153,26082360,26071666,.00060653279,.0083200503,.00060644775,,,,1,1,"unemp_inc_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","kon","onemodel_full_population"
"2.kon#1.ar_2020",-.0016439499,.00010771824,-15.261574,0,-.0018550737,-.001432826,35253644,.0083211754,3,,2,2,38,39,1,0,4,1,0,,3,473951.84,470293.28,470008.03,3943.8364,.11546514,5675.7153,26082360,26071666,.00060653279,.0083200503,.00060644775,,,,1,1,"unemp_inc_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","kon","onemodel_full_population"
"_cons",.012003805,.000031125815,385.6543,0,.011942799,.01206481,35253644,.0083211754,3,,2,2,38,39,1,0,4,1,0,,3,473951.84,470293.28,470008.03,3943.8364,.11546514,5675.7153,26082360,26071666,.00060653279,.0083200503,.00060644775,,,,1,1,"unemp_inc_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","kon","onemodel_full_population"
"1b.kon",0,0,,,0,0,35772528,.00013380926,3,,2,2,38,39,1,0,4,1,1,,3,968.97375,968.95569,968.84412,.12965766,.0052041812,323.03394,137343424,137341360,.00011517379,.00013269123,.00011508993,,,,1,1,"hosp_unemp_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","kon","onemodel_full_population"
"2.kon",1.1310276e-06,4.6661143e-08,24.239176,0,1.0395735e-06,1.2224817e-06,35772528,.00013380926,3,,2,2,38,39,1,0,4,1,1,,3,968.97375,968.95569,968.84412,.12965766,.0052041812,323.03394,137343424,137341360,.00011517379,.00013269123,.00011508993,,,,1,1,"hosp_unemp_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","kon","onemodel_full_population"
"0b.ar_2020",0,0,,,0,0,35772528,.00013380926,3,,2,2,38,39,1,0,4,1,1,,3,968.97375,968.95569,968.84412,.12965766,.0052041812,323.03394,137343424,137341360,.00011517379,.00013269123,.00011508993,,,,1,1,"hosp_unemp_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","kon","onemodel_full_population"
"1.ar_2020",.00016940125,6.8170011e-06,24.849819,0,.00015604017,.00018276232,35772528,.00013380926,3,,2,2,38,39,1,0,4,1,1,,3,968.97375,968.95569,968.84412,.12965766,.0052041812,323.03394,137343424,137341360,.00011517379,.00013269123,.00011508993,,,,1,1,"hosp_unemp_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","kon","onemodel_full_population"
"1b.kon#0b.ar_2020",0,0,,,0,0,35772528,.00013380926,3,,2,2,38,39,1,0,4,1,1,,3,968.97375,968.95569,968.84412,.12965766,.0052041812,323.03394,137343424,137341360,.00011517379,.00013269123,.00011508993,,,,1,1,"hosp_unemp_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","kon","onemodel_full_population"
"1b.kon#1o.ar_2020",0,0,,,0,0,35772528,.00013380926,3,,2,2,38,39,1,0,4,1,1,,3,968.97375,968.95569,968.84412,.12965766,.0052041812,323.03394,137343424,137341360,.00011517379,.00013269123,.00011508993,,,,1,1,"hosp_unemp_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","kon","onemodel_full_population"
"2o.kon#0b.ar_2020",0,0,,,0,0,35772528,.00013380926,3,,2,2,38,39,1,0,4,1,1,,3,968.97375,968.95569,968.84412,.12965766,.0052041812,323.03394,137343424,137341360,.00011517379,.00013269123,.00011508993,,,,1,1,"hosp_unemp_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","kon","onemodel_full_population"
"2.kon#1.ar_2020",-.000073958487,8.5006795e-06,-8.7003031,3.3106132e-18,-.000090619513,-.000057297457,35772528,.00013380926,3,,2,2,38,39,1,0,4,1,1,,3,968.97375,968.95569,968.84412,.12965766,.0052041812,323.03394,137343424,137341360,.00011517379,.00013269123,.00011508993,,,,1,1,"hosp_unemp_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","kon","onemodel_full_population"
"_cons",-5.9186493e-07,2.6232650e-08,-22.562149,0,-6.4327998e-07,-5.4044989e-07,35772528,.00013380926,3,,2,2,38,39,1,0,4,1,1,,3,968.97375,968.95569,968.84412,.12965766,.0052041812,323.03394,137343424,137341360,.00011517379,.00013269123,.00011508993,,,,1,1,"hosp_unemp_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","kon","onemodel_full_population"
"1b.kon",0,0,,,0,0,7223715,.0012248884,1,,2,2,37,38,1,0,4,1,1,,1,7950.231,7941.5459,7940.4927,9.7381458,.033154659,928.6701,14358117,14357638,.00013263906,.0012197726,.00013250066,,,,1,1,"hosp_inc_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_inc ib1.kon if ar == 2020 , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_inc","2bn.kon _cons","lopnr","lopnr","Robust","cluster","hosp_inc","kon","onemodel_full_population"
"2.kon",-.00076533062,.000025114143,-30.474089,0,-.00081455347,-.00071610778,7223715,.0012248884,1,,2,2,37,38,1,0,4,1,1,,1,7950.231,7941.5459,7940.4927,9.7381458,.033154659,928.6701,14358117,14357638,.00013263906,.0012197726,.00013250066,,,,1,1,"hosp_inc_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_inc ib1.kon if ar == 2020 , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_inc","2bn.kon _cons","lopnr","lopnr","Robust","cluster","hosp_inc","kon","onemodel_full_population"
"_cons",.0014874861,.000020460981,72.698669,0,.0014473833,.0015275888,7223715,.0012248884,1,,2,2,37,38,1,0,4,1,1,,1,7950.231,7941.5459,7940.4927,9.7381458,.033154659,928.6701,14358117,14357638,.00013263906,.0012197726,.00013250066,,,,1,1,"hosp_inc_kon","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_inc ib1.kon if ar == 2020 , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_inc","2bn.kon _cons","lopnr","lopnr","Robust","cluster","hosp_inc","kon","onemodel_full_population"
"1b.inkomst",0,0,,,0,0,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
"2.inkomst",5.4663506e-06,3.8494642e-07,14.20029,0,4.7118692e-06,6.2208319e-06,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
"3.inkomst",-9.2956213e-07,3.3599636e-07,-2.7665839,.0056647137,-1.5881030e-06,-2.7102126e-07,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
"4.inkomst",-.000022146169,8.5642199e-07,-25.858944,0,-.000023824725,-.000020467613,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
"0b.ar_2020",0,0,,,0,0,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
"1.ar_2020",.00076034036,.000020370351,37.325836,0,.00072041521,.00080026552,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
"1b.inkomst#0b.ar_2020",0,0,,,0,0,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
"1b.inkomst#1o.ar_2020",0,0,,,0,0,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
"2o.inkomst#0b.ar_2020",0,0,,,0,0,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
"2.inkomst#1.ar_2020",-.000041672527,.00002843786,-1.465389,.14281486,-.00009740972,.000014064663,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
"3o.inkomst#0b.ar_2020",0,0,,,0,0,35772524,.001310328,7,,2,2,38,39,1,0,4,1,1,,7,5167.2534,5163.3716,5160.4824,6.7707968,.012010764,738.82971,107425400,107415384,.00055949891,.0013090996,.00055930333,,,,1,1,"cdead_hosp_inkomst","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe cdead_hosp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","cdead_hosp","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","cdead_hosp","inkomst","onemodel_full_population"
